n_train_apps,combo_idx,train_apps,bottleneck_type,threshold_used,cv_enabled,f1,false_alarm_rate,miss_rate,tp,fp,fn,tn
2,44,"['48273', '48283']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.6170798898071626,1.0,0.0,112,139,0,0
2,45,"['48267', '48295']",COMPUTE_UNDERUTILIZATION,0.5,False,,0.0,1.0,0,0,161,95
2,45,"['48267', '48295']",PRECISION_WASTE,0.5,False,0.8416289592760181,1.0,0.0,186,70,0,0
2,45,"['48267', '48295']",CACHE_PRESSURE,0.5,False,0.4531722054380664,1.0,0.0,75,181,0,0
2,46,"['48289', '48300']",PIPELINE_STALL,0.5,False,0.0888888888888888,0.0060975609756097,0.9529411764705882,4,1,81,163
2,46,"['48289', '48300']",COMPUTE_UNDERUTILIZATION,0.5,False,0.837037037037037,0.0612244897959183,0.2516556291390728,113,6,38,92
2,46,"['48289', '48300']",PRECISION_WASTE,0.5,False,0.8057553956834532,1.0,0.0,168,81,0,0
2,46,"['48289', '48300']",BRANCH_MISPREDICTION,0.5,False,0.4054054054054054,0.0052356020942408,0.7413793103448276,15,1,43,190
2,46,"['48289', '48300']",CACHE_PRESSURE,0.5,False,,0.0314465408805031,1.0,0,5,90,154
2,46,"['48289', '48300']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.7310924369747899,0.2461538461538461,0.2689075630252101,87,32,32,98
2,47,"['48290', '48295']",PIPELINE_STALL,0.5,False,0.4837758112094395,1.0,0.0,82,175,0,0
2,47,"['48290', '48295']",COMPUTE_UNDERUTILIZATION,0.5,False,,0.0,1.0,0,0,161,96
2,47,"['48290', '48295']",PRECISION_WASTE,0.5,False,0.8423423423423423,1.0,0.0,187,70,0,0
2,47,"['48290', '48295']",CACHE_PRESSURE,0.5,False,0.4564564564564564,1.0,0.0,76,181,0,0
2,48,"['48269', '48304']",COMPUTE_UNDERUTILIZATION,0.5,False,0.9377049180327868,0.0421052631578947,0.0949367088607595,143,4,15,91
2,48,"['48269', '48304']",CACHE_PRESSURE,0.5,False,0.8051948051948051,0.0416666666666666,0.2705882352941176,62,7,23,161
2,49,"['48276', '48283']",PIPELINE_STALL,0.5,False,0.064516129032258,0.0,0.9666666666666668,3,0,87,159
2,49,"['48276', '48283']",COMPUTE_UNDERUTILIZATION,0.5,False,0.7263427109974424,1.0,0.0,142,107,0,0
2,49,"['48276', '48283']",PRECISION_WASTE,0.5,False,0.9369863013698628,0.1666666666666666,0.0655737704918032,171,11,12,55
2,49,"['48276', '48283']",BRANCH_MISPREDICTION,0.5,False,0.907563025210084,0.0,0.1692307692307692,54,0,11,184
2,49,"['48276', '48283']",CACHE_PRESSURE,0.5,False,0.7782426778242678,0.3354838709677419,0.0106382978723404,93,52,1,103
2,49,"['48276', '48283']",INTRA_NODE_LOAD_IMBALANCE,0.5,False,0.6166666666666667,1.0,0.0,111,138,0,0
4,0,"['48267', '48278', '48291', '48284']",PIPELINE_STALL,0.5,True,0.0779220779220779,0.0,0.9594594594594594,3,0,71,151
4,0,"['48267', '48278', '48291', '48284']",COMPUTE_UNDERUTILIZATION,0.5,True,0.751054852320675,0.0,0.3986486486486486,89,0,59,77
4,0,"['48267', '48278', '48291', '48284']",PRECISION_WASTE,0.5,True,0.9404761904761904,0.1454545454545454,0.0705882352941176,158,8,12,47
